iter	Logloss
179	0.2386180364
180	0.238264444
181	0.2376900837
182	0.2374965481
183	0.2372535755
184	0.2370920415
185	0.236788171
186	0.2366104973
187	0.2359420941
188	0.2356582066
189	0.2355194786
190	0.2347174145
191	0.2344245881
192	0.2339029262
193	0.2334291456
194	0.2330936512
195	0.2324439934
196	0.2320555315
197	0.2316703543
198	0.231363441
199	0.2310180733
200	0.2308270961
201	0.2306215199
202	0.2303401481
203	0.2301503314
204	0.2294731322
205	0.2287679924
206	0.228574313
207	0.2282323314
208	0.2280566131
209	0.2277583816
210	0.2267323803
211	0.2264125074
212	0.226118586
213	0.2252603957
214	0.2246319887
215	0.22418572
216	0.2239330361
217	0.2236677841
218	0.2225831915
219	0.2221591381
220	0.2218300998
221	0.2214457871
222	0.221001664
223	0.2204901173
224	0.2203555917
225	0.2195611221
226	0.2193274342
227	0.2191596434
228	0.2189861948
229	0.2179183777
230	0.2170660275
231	0.2168495583
232	0.2164431097
233	0.2159644975
234	0.215518085
235	0.215416193
236	0.2152225381
237	0.2150134093
238	0.2147514438
239	0.2145798029
240	0.2144203951
241	0.2142413098
242	0.2139550352
243	0.2134876803
244	0.2131258984
245	0.2130016618
246	0.2126856415
247	0.2125529913
248	0.2123727824
249	0.2120421353
250	0.2110729765
251	0.2106103345
252	0.210146478
253	0.2099796495
254	0.2089343663
255	0.2082073863
256	0.2079976439
257	0.2077355336
258	0.2076178245
259	0.2068357048
260	0.2064701662
261	0.206228843
262	0.2060584472
263	0.2057739541
264	0.2056375429
265	0.2051975101
266	0.2045249293
267	0.2043913835
268	0.203978677
269	0.2037696875
270	0.2033874433
271	0.2029939293
272	0.202891416
273	0.2027443746
274	0.2026212945
275	0.2019021356
276	0.2013018625
277	0.2007334224
278	0.2006356106
279	0.2003063646
280	0.199986148
281	0.199434588
282	0.1988002104
283	0.1986530034
284	0.1983586848
285	0.1982518426
286	0.1981252229
287	0.1977262842
288	0.1973854847
289	0.1971158957
290	0.1969515091
291	0.1967956917
292	0.1966193534
293	0.1963492758
294	0.1962181489
295	0.1960970636
296	0.1959356789
297	0.1956482069
298	0.195536142
299	0.1952833937
300	0.1948252238
301	0.1943451874
302	0.1939571894
303	0.1936460409
304	0.1935422398
305	0.1932302386
306	0.1929611523
307	0.1926069023
308	0.1923102812
309	0.1918993466
310	0.1917284579
311	0.1916176809
312	0.191192542
313	0.1911127306
314	0.1908684141
315	0.1907409386
316	0.1906413083
317	0.1905221681
318	0.1902552264
319	0.189775775
320	0.1896734347
321	0.1894572059
322	0.1891923656
323	0.1887640707
324	0.1886669727
325	0.1885876419
326	0.1883821416
327	0.1881386336
328	0.1880634872
329	0.1879555586
330	0.1878214982
331	0.1875391851
332	0.1874647575
333	0.187138792
334	0.1869166362
335	0.1865581161
336	0.1863028808
337	0.1862112233
338	0.1860192505
339	0.1857196606
340	0.1855744602
341	0.1854683803
342	0.1853977891
343	0.1852450487
344	0.1850981905
345	0.1849386281
346	0.1847358318
347	0.1845994828
348	0.1843846318
349	0.1842951985
350	0.1841868433
351	0.18407745
352	0.1839301862
353	0.1837052757
354	0.1834425501
355	0.1832525344
356	0.1830924913
357	0.1830016977
358	0.1826949034
359	0.1826025863
360	0.182512576
361	0.1823307132
362	0.1821809827
363	0.1821162311
364	0.1819611732
365	0.1816282796
366	0.1814553993
367	0.1813049093
368	0.1811862672
369	0.1810858944
370	0.1808967448
371	0.1808053681
372	0.1806123526
373	0.1803914849
374	0.1802576688
375	0.1800438423
376	0.1799695822
377	0.1795334514
378	0.1792489152
379	0.1790561023
380	0.1789380277
381	0.1788831464
382	0.1787516731
383	0.1786449845
384	0.1784421793
385	0.1782889293
386	0.1781549345
387	0.1780581124
388	0.1779717668
389	0.1779009788
390	0.177761431
391	0.1776942398
392	0.1775589713
393	0.1774652153
394	0.1773736977
395	0.177027429
396	0.1769155364
397	0.1766057483
398	0.1762799127
399	0.1759955867
400	0.1758229655
401	0.1756684804
402	0.1755069208
403	0.1753211929
404	0.1750897644
405	0.1749981699
406	0.174902202
407	0.174782415
408	0.1746795442
409	0.1745746696
410	0.1744036054
411	0.1742984471
412	0.1740193702
413	0.1738580274
414	0.1735001676
415	0.1733406949
416	0.1732867638
417	0.1730793913
418	0.1729204388
419	0.1728346518
420	0.1725792125
421	0.1725159584
422	0.1724149316
423	0.1723401971
424	0.1722419624
425	0.1720918551
426	0.1720014084
427	0.171880992
428	0.1717424283
429	0.1715951388
430	0.1715090589
431	0.1713363435
432	0.1712272037
433	0.1711292397
434	0.1710115719
435	0.1709246188
436	0.170804772
437	0.1706281909
438	0.1705350725
439	0.1704763335
440	0.1703595574
441	0.1701747408
442	0.1699807651
443	0.1698227232
444	0.1695912192
445	0.1694252837
446	0.1693421915
447	0.1692826461
448	0.1692361557
449	0.1691203729
450	0.1690151136
451	0.1689169523
452	0.168853575
453	0.1687462741
454	0.1686474383
455	0.1685178702
456	0.1684591697
457	0.1683105893
458	0.1682323578
459	0.1681525716
460	0.1680553264
461	0.1678976304
462	0.1678103501
463	0.1676883767
464	0.1675702011
465	0.1674504211
466	0.1672529632
467	0.1671328118
468	0.1669159828
469	0.1664879676
470	0.1664096934
471	0.1663048734
472	0.1660164163
473	0.1658936627
474	0.1658387964
475	0.1657013035
476	0.1656176252
477	0.1655557677
478	0.1654820026
479	0.1653982978
480	0.1652293317
481	0.1651509648
482	0.1650769636
483	0.164994872
484	0.1649445954
485	0.1647804475
486	0.1647064388
487	0.1646414724
488	0.1645537042
489	0.1642893997
490	0.1642043382
491	0.1641561099
492	0.1640808839
493	0.1639692279
494	0.1638322952
495	0.1637889052
496	0.1637031258
497	0.1635441277
498	0.1633006898
499	0.1631961256
500	0.1631326349
501	0.1630432498
502	0.1629589463
503	0.1628491517
504	0.1627702642
505	0.1626397162
506	0.1625045381
507	0.1624534076
508	0.1623696959
509	0.162283335
510	0.1622282603
511	0.1621106273
512	0.162035262
513	0.1619457716
514	0.1617671238
515	0.1616438186
516	0.1614994639
517	0.1614273593
518	0.1612840066
519	0.1611932525
520	0.1610781973
521	0.160978636
522	0.160910076
523	0.1608159963
524	0.1607020664
525	0.1606214747
526	0.1605518167
527	0.1605128843
528	0.1603597188
529	0.160306686
530	0.1602064717
531	0.1601245866
532	0.1599798504
533	0.1599122115
534	0.1598382418
535	0.1597609078
536	0.1596726341
537	0.1595870646
538	0.1594881806
539	0.1594157086
540	0.159317473
541	0.1592680849
542	0.1591416142
543	0.1590097936
544	0.1588916047
545	0.1588121521
546	0.1586853777
547	0.158614731
548	0.1584427492
549	0.1583569237
550	0.158207026
551	0.1581304113
552	0.1580330917
553	0.1579464625
554	0.1578848824
555	0.1577937115
556	0.1577054807
557	0.1576533922
558	0.1575112129
559	0.1574380022
560	0.1573938456
561	0.1572785671
562	0.1572271587
563	0.1570876175
564	0.1569805113
565	0.1569170746
566	0.1568526267
567	0.1567697635
568	0.1567004227
569	0.1566211732
570	0.1565632267
571	0.1564948085
572	0.1563281801
573	0.1561712269
574	0.1561186449
575	0.1560355838
576	0.1559236478
577	0.1558054746
578	0.1557555386
579	0.1556890091
580	0.1555886998
581	0.1555167174
582	0.1554289258
583	0.1553492823
584	0.1552658248
585	0.155222752
586	0.155135531
587	0.1550534045
588	0.1548404794
589	0.1546945476
590	0.1546178796
591	0.1544518106
592	0.1543347083
593	0.15424293
594	0.154170343
595	0.154068421
596	0.1539929617
597	0.1539264846
598	0.1538806157
599	0.1537512187
600	0.153694926
601	0.1535260781
602	0.1534578502
603	0.1533916277
604	0.1533272429
605	0.1532486842
606	0.153187694
607	0.1531061696
608	0.1530119922
609	0.1529203289
610	0.152854285
611	0.1527727141
612	0.1527169675
613	0.1526320069
614	0.1525606799
615	0.1524731536
616	0.1524293744
617	0.1523654341
618	0.1522908261
619	0.1522019844
620	0.1521464848
621	0.1520883656
622	0.1520114615
623	0.1518685097
624	0.1517928968
625	0.1517365552
626	0.1516748299
627	0.1516136789
628	0.1514398702
629	0.1513712266
630	0.1512842536
631	0.1512263777
632	0.1510792809
633	0.1510291716
634	0.1509675549
635	0.150912107
636	0.1508673928
637	0.1508045701
638	0.1507296384
639	0.1506538235
640	0.1505887576
641	0.1505003199
642	0.150461105
643	0.150388457
644	0.1502960711
645	0.1502253358
646	0.1501792082
647	0.1501002722
648	0.1499240872
649	0.1498925357
650	0.1498171218
651	0.1497583225
652	0.1496987012
653	0.1495884204
654	0.1495000073
655	0.1494107515
656	0.1493586472
657	0.1492962961
658	0.1492377517
659	0.14917482
660	0.1490660898
661	0.1489950902
662	0.1489533653
663	0.1489244544
664	0.1488672304
665	0.1487840375
666	0.1487090878
667	0.1486599823
668	0.1486103833
669	0.1485419419
670	0.1484413999
671	0.1484081907
672	0.1482558859
673	0.1481941244
674	0.1481280161
675	0.1480350274
676	0.1479942778
677	0.147949489
678	0.1478362627
679	0.1477939875
680	0.1477369688
681	0.1476953986
682	0.1476497279
683	0.1475886921
684	0.1475297147
685	0.1474527255
686	0.14736925
687	0.1473249308
688	0.1472545959
689	0.1471856617
690	0.1471378341
691	0.1470821606
692	0.1470402997
693	0.1469979093
694	0.1469277201
695	0.1468739465
696	0.1468401696
697	0.1467896636
698	0.1467258036
699	0.1466612825
700	0.1464522671
701	0.1464068278
702	0.1463183393
703	0.1462707217
704	0.1462145795
705	0.1461582348
706	0.1461126782
707	0.1460132351
708	0.1459561171
709	0.1458317077
710	0.1457735354
711	0.1456894321
712	0.1456377144
713	0.1455252024
714	0.1454940812
715	0.1454194368
716	0.1453752913
717	0.1452911863
718	0.1452241512
719	0.1451582684
720	0.145100971
721	0.1450682219
722	0.1449921057
723	0.1449414669
724	0.1449035105
725	0.1448298655
726	0.1446532611
727	0.1445794383
728	0.1445014541
729	0.1443985303
730	0.1442595986
731	0.1441883684
732	0.1440895165
733	0.143969508
734	0.1439161458
735	0.1438681258
736	0.1438248199
737	0.1437293859
738	0.1436510444
739	0.143599582
740	0.1435069467
741	0.1434856983
742	0.1434230015
743	0.143382177
744	0.1433158961
745	0.1432689988
746	0.1431862361
747	0.1431500098
748	0.1430863409
749	0.1430373597
750	0.1429810649
751	0.1429413628
752	0.1429023039
753	0.1427979
754	0.1427289098
755	0.1426944485
756	0.1425750166
757	0.1425062501
758	0.1424444024
759	0.1423444979
760	0.1422876998
761	0.1422442363
762	0.1421244485
763	0.1420710049
764	0.1420061626
765	0.1419316914
766	0.1418873356
767	0.1418319692
768	0.1417733991
769	0.1417229211
770	0.1416515069
771	0.1416183364
772	0.1415622286
773	0.1415257638
774	0.1414387815
775	0.1413962741
776	0.1413180268
777	0.1412613343
778	0.141201558
779	0.141173396
780	0.1411312839
781	0.1410494705
782	0.1409960011
783	0.1409190264
784	0.1408091984
785	0.1407329698
786	0.1406818089
787	0.1405755954
788	0.1405101716
789	0.140461751
790	0.1404229848
791	0.1402823625
792	0.140157302
793	0.1400929953
794	0.1400256187
795	0.139990323
796	0.139909318
797	0.139842065
798	0.139758091
799	0.1397148068
800	0.1396444365
801	0.1396063143
802	0.1395802357
803	0.1395205831
804	0.1394566113
805	0.1393931555
806	0.1393250393
807	0.1392704334
808	0.1392328174
809	0.1391256772
810	0.1390831681
811	0.1390384235
812	0.1389933967
813	0.1388886962
814	0.138826139
815	0.1387831344
816	0.1387180776
817	0.138627151
818	0.1386079749
819	0.1385575012
820	0.1384242924
821	0.1383249292
822	0.1382613742
823	0.1381621579
824	0.1380928459
825	0.1380324064
826	0.137986303
827	0.1379052104
828	0.1378339067
829	0.1377636128
830	0.1377057454
831	0.1376589425
832	0.1376372594
833	0.1375176922
834	0.1374739823
835	0.1374423893
836	0.1373841446
837	0.1373367937
838	0.1372981674
839	0.137235107
840	0.1371837194
841	0.1371279295
842	0.1370730097
843	0.1369878966
844	0.1369401143
845	0.1369204861
846	0.1368291476
847	0.1367655968
848	0.1367391787
849	0.1367018549
850	0.1366414083
851	0.1366147677
852	0.1365347714
853	0.1364940487
854	0.1364525076
855	0.1364200764
856	0.1363742377
857	0.1363134621
858	0.136285349
859	0.1362551417
860	0.1361834048
861	0.1360710741
862	0.1360272361
863	0.1359699433
864	0.1359212623
865	0.1358594806
866	0.1357893127
867	0.1357412199
868	0.1356748906
869	0.1356403521
870	0.1355597561
871	0.1354662197
872	0.1354033482
873	0.1353631416
874	0.1353044826
875	0.1352489787
876	0.1352105115
877	0.135176745
878	0.1351038077
879	0.1350265534
880	0.1349743824
881	0.1349334472
882	0.1348650878
883	0.134832715
884	0.1347733972
885	0.1346982533
886	0.1346326415
887	0.1345741499
888	0.1344957394
889	0.1344518201
890	0.1344107671
891	0.1343325097
892	0.1342850707
893	0.1342556999
894	0.1342124884
895	0.13417987
896	0.1341293073
897	0.1340580524
898	0.1339950432
899	0.1339569646
900	0.1339190368
901	0.1338440487
902	0.1338138152
903	0.1337668296
904	0.1337200716
905	0.1336777439
906	0.1336161131
907	0.1335692964
908	0.133523316
909	0.1334868255
910	0.1334294577
911	0.1333352125
912	0.1332925521
913	0.133238632
914	0.1331802418
915	0.1331425208
916	0.1331359682
917	0.1331143887
918	0.1330572317
919	0.1329836546
920	0.1329433354
921	0.1328952112
922	0.1328541731
923	0.1328112973
924	0.1327745575
925	0.1327214145
926	0.1326320292
927	0.1325903063
928	0.1325329361
929	0.1324885949
930	0.1324109482
931	0.1323683766
932	0.1323243727
933	0.1322843706
934	0.1322389773
935	0.1322169977
936	0.1321732505
937	0.1321397387
938	0.1320995249
939	0.1320329413
940	0.1319796702
941	0.1319260369
942	0.1318937866
943	0.1318397483
944	0.1317595735
945	0.1317049231
946	0.1316691131
947	0.1316292862
948	0.1315961728
949	0.1315582491
950	0.1315248911
951	0.1314741386
952	0.1314496801
953	0.1313837981
954	0.1313255884
955	0.1312818586
956	0.1312186302
957	0.131165113
958	0.131120175
959	0.1310712676
960	0.131008302
961	0.1309604179
962	0.1309087563
963	0.1308667824
964	0.1308260904
965	0.1307365942
966	0.1306710746
967	0.1306209517
968	0.1305727935
969	0.1304407229
970	0.1304007436
971	0.1303130525
972	0.1302725818
973	0.1302110358
974	0.1301719392
975	0.1301284909
976	0.1300841009
977	0.1300267116
978	0.1299732668
979	0.1299094045
980	0.1298670533
981	0.1298123819
982	0.1297770413
983	0.1296798553
984	0.1296430283
985	0.1295590104
986	0.1295018452
987	0.1294471112
988	0.1294046189
989	0.129334076
990	0.1292911182
991	0.1292224774
992	0.1291957066
993	0.1291632806
994	0.1291081306
995	0.1290679102
996	0.129036625
997	0.1290007843
998	0.1289648413
999	0.1289311424
